oracle_id,name,mana_cost,cmc,type_line,oracle_text,colors,color_identity,legalities_commander,legalities_standard,legalities_modern,scryfall_id
6add505a-9c0f-42e6-898d-be3194c3df33,Divine Arrow,{1}{W},2.0,Instant,Divine Arrow deals 4 damage to target attacking or blocking creature.,W,W,legal,not_legal,legal,73cbb58a-1b00-4883-9b45-da7ded7317e3
3070f997-24f2-471d-af96-a2f3b588198e,Divine Verdict,{3}{W},4.0,Instant,Destroy target attacking or blocking creature.,W,W,legal,not_legal,legal,1529d320-1240-429f-bf7a-4be29079b8bf
119585c7-ddfa-47ed-b2f8-488ebc156222,Diviner's Portent,{X}{U}{U}{U},3.0,Instant,"Roll a d20 and add the number of cards in your hand.
1—14 | Draw X cards.
15+ | Scry X, then draw X cards.",U,U,legal,not_legal,not_legal,725b8b21-64f0-4449-ad65-c8144e64836f
3c98c925-f380-4520-970d-4c1abbebefe3,Dominator Drone,{2}{B},3.0,Creature — Eldrazi Drone,"Devoid (This card has no color.)
Ingest (Whenever this creature deals combat damage to a player, that player exiles the top card of their library.)
When this creature enters, if you control another colorless creature, each opponent loses 2 life.",,B,legal,not_legal,legal,12e7e2b5-3141-4a19-aa49-91ab7e5c211c
59e7f2ae-4535-4191-98be-3e65b6b2befa,Doom Blade,{1}{B},2.0,Instant,Destroy target nonblack creature.,B,B,legal,not_legal,legal,176cdb4b-6ad4-4991-8456-28579640063d
155422a0-a0cd-4399-8ed9-fa68ac2c80a6,Doomed Necromancer,{2}{B},3.0,Creature — Human Cleric Mercenary,"{B}, {T}, Sacrifice this creature: Return target creature card from your graveyard to the battlefield.",B,B,legal,not_legal,legal,2d3225e8-9902-4826-9cb3-68ecfaebb1e9
f852bc33-e2f8-43be-9e6e-7badd1f894ef,Dose of Dawnglow,{4}{B},5.0,Instant,"Return target creature card from your graveyard to the battlefield. Then if it isn't your main phase, blight 2. (Put two -1/-1 counters on a creature you control.)",B,B,legal,legal,legal,47414323-ca30-45b7-a0b2-6668312bee04
1fd754fd-c053-4638-b379-46d903357b01,Douse in Gloom,{2}{B},3.0,Instant,Douse in Gloom deals 2 damage to target creature and you gain 2 life.,B,B,legal,not_legal,legal,9b710fcd-0721-4720-a8fa-6d9ceb7b8104
781cee5f-f9cb-42ed-b408-543d297bf96d,Draconic Disciple,{1}{R}{G},3.0,Creature — Human Shaman,"{T}: Add one mana of any color.
{7}, {T}, Sacrifice this creature: Create a 5/5 red Dragon creature token with flying.",GR,GR,legal,not_legal,legal,a353510a-30de-4891-97b9-d7d556531c41
843af5d3-447e-40e4-a562-f5a7ed09ca3e,Draconic Roar,{1}{R},2.0,Instant,"As an additional cost to cast this spell, you may reveal a Dragon card from your hand.
Draconic Roar deals 3 damage to target creature. If you revealed a Dragon card or controlled a Dragon as you cast this spell, Draconic Roar deals 3 damage to that creature's controller.",R,R,legal,not_legal,legal,6cf5591c-46e3-4904-8b4e-4f1f84d3118f
021d8596-782a-4cfd-8b70-ac5bb8a5aff1,Drag Under,{2}{U},3.0,Sorcery,"Return target creature to its owner's hand.
Draw a card.",U,U,legal,not_legal,legal,75eacac3-cba4-4c30-b1df-19fcc5f96076
83f7e8e5-d485-4571-9fa6-47b5e962d221,Dragon Bell Monk,{2}{W},3.0,Creature — Human Monk,"Vigilance
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)",W,W,legal,not_legal,legal,7ed0c9c7-e50d-4bcf-a90e-89cb441de0af
8f561498-66e7-4cbf-8cb9-e6fd4717993d,Dragon Egg,{2}{R},3.0,Creature — Dragon Egg,"Defender
When this creature dies, create a 2/2 red Dragon creature token with flying and ""{R}: This token gets +1/+0 until end of turn.""",R,R,legal,not_legal,legal,8d9fb609-3df9-42e9-b15e-39d18661526a
eab71e4e-27c3-4c41-b95f-259c1d14b97a,Dragon Mage,{5}{R}{R},7.0,Creature — Dragon Wizard,"Flying
Whenever this creature deals combat damage to a player, each player discards their hand, then draws seven cards.",R,R,legal,legal,legal,5195abc4-cfa7-45dd-aa96-2e56f818a17b
b9bacb46-fd1d-459b-81c2-d7d08fe73848,Dragon Tempest,{1}{R},2.0,Enchantment,"Whenever a creature you control with flying enters, it gains haste until end of turn.
Whenever a Dragon you control enters, it deals X damage to any target, where X is the number of Dragons you control.",R,R,legal,not_legal,legal,39ac7ad0-e570-4209-988c-7c0f9b9d2004
bd8d707d-1201-42c6-bce6-fbda12ce5ea8,Dragon's Claw,{2},2.0,Artifact,"Whenever a player casts a red spell, you may gain 1 life.",,,legal,not_legal,legal,0d732b87-08e5-41b6-8448-62dd6bf20d9c
8cf77dc4-763b-41b7-a5da-0ef2734f08e6,Dragon's Hoard,{3},3.0,Artifact,"Whenever a Dragon you control enters, put a gold counter on this artifact.
{T}, Remove a gold counter from this artifact: Draw a card.
{T}: Add one mana of any color.",,,legal,not_legal,legal,8845aa0f-f52d-4d9e-a4e2-1cadad84f948
9e51ccf9-d55d-4231-8ff5-ef3ca1485c8d,Dragonborn Champion,{2}{R}{G},4.0,Creature — Dragon Warrior,"Trample
Whenever a source you control deals 5 or more damage to a player, draw a card.",GR,GR,legal,not_legal,not_legal,9f6e43a7-84b9-4e89-bfe1-442d08df34d8
faf81ae0-0b35-45ef-a50d-6cecf0c0eeeb,Dragonlord's Servant,{1}{R},2.0,Creature — Goblin Shaman,Dragon spells you cast cost {1} less to cast.,R,R,legal,legal,legal,03a4e477-22d4-49b4-8e36-160bb4810e2b
b6fb79c3-cd32-4045-8177-e52841eea65b,Dragonmaster Outcast,{R},1.0,Creature — Human Shaman,"At the beginning of your upkeep, if you control six or more lands, create a 5/5 red Dragon creature token with flying.",R,R,legal,legal,legal,2dfc4cfe-d1f7-43e4-a543-35c050d01a8f
fb16c4b0-9ac4-4664-9b57-97bfc22e5de9,Dragonrage,{2}{R},3.0,Instant,"Add {R} for each attacking creature you control. Until end of turn, attacking creatures you control gain ""{R}: This creature gets +1/+0 until end of turn.""",R,R,legal,not_legal,legal,77b7bf2a-9d68-4aa8-a0b1-5df22a5a3c1b
629b3aee-b8fd-495a-a988-815a0aaf3e82,Dragonscale Boon,{3}{G},4.0,Instant,Put two +1/+1 counters on target creature and untap it.,G,G,legal,not_legal,legal,5aadb382-f912-4ccb-98bc-1abdef733126
6a29f36b-7911-4d84-a3ae-546b131d5159,Dragonspeaker Shaman,{1}{R}{R},3.0,Creature — Human Barbarian Shaman,Dragon spells you cast cost {2} less to cast.,R,R,legal,not_legal,not_legal,7b0a2799-197e-4d61-ab23-67d974458a05
4fbb8e03-22f1-4171-88e9-877244e25613,Dreadhorde Twins,{3}{R},4.0,Creature — Zombie Jackal Warrior,"When this creature enters, amass Zombies 2. (Put two +1/+1 counters on an Army you control. It's also a Zombie. If you don't control an Army, create a 0/0 black Zombie Army creature token first.)
Zombie tokens you control have trample.",R,R,legal,not_legal,legal,82017bf6-352f-4e81-8fd5-c1b0daf05b01
e6e70eb3-3da5-4052-9f62-2960a30d4b41,Dreadwaters,{3}{U},4.0,Sorcery,"Target player mills X cards, where X is the number of lands you control.",U,U,legal,not_legal,legal,88245a41-d4d5-46bf-969f-48d4dd540e2c
504cc26d-3fd5-4391-9d30-f0614e5c8bbc,Dream Pillager,{5}{R}{R},7.0,Creature — Dragon,"Flying
Whenever this creature deals combat damage to a player, exile that many cards from the top of your library. Until end of turn, you may cast spells from among those exiled cards.",R,R,legal,not_legal,not_legal,f872b587-0afe-4aeb-b0bf-43ec692d495a
c7e4bc5d-e1d9-4fbc-8d53-0cec73086828,Dream Seizer,{3}{B},4.0,Creature — Faerie Rogue,"Flying
When this creature enters, you may blight 1. If you do, each opponent discards a card. (To blight 1, put a -1/-1 counter on a creature you control.)",B,B,legal,legal,legal,3573f425-9251-4c17-9619-15278ce5d8fb
0e2575be-c596-4c8c-bf07-7941ca065721,Dreamstone Hedron,{6},6.0,Artifact,"{T}: Add {C}{C}{C}.
{3}, {T}, Sacrifice this artifact: Draw three cards.",,,legal,not_legal,legal,25c5e6f8-eec6-4a90-b7c6-36f882bab64a
73520b5a-3d55-40c9-af60-90fdd811934f,"Dromoka, the Eternal",{3}{G}{W},5.0,Legendary Creature — Dragon,"Flying
Whenever a Dragon you control attacks, bolster 2. (Choose a creature with the least toughness among creatures you control and put two +1/+1 counters on it.)",GW,GW,legal,not_legal,legal,b8db6ab8-cd12-431a-bf18-28464cf03509
5bb32efd-9e58-4021-bbda-4ffccfa1d601,Druid of Purification,{3}{G},4.0,Creature — Human Druid,"When this creature enters, starting with you, each player may choose an artifact or enchantment you don't control. Destroy each permanent chosen this way.",G,G,legal,not_legal,not_legal,096c2b28-3e29-4c27-998d-51bff0ba96c5
b1793c3b-25d6-4fae-a99d-cfdd2210ca67,Druid of the Cowl,{1}{G},2.0,Creature — Elf Druid,{T}: Add {G}.,G,G,legal,legal,legal,76ceff1d-9e83-41cc-b54b-8bf90d985da9
5c43c1d7-1899-45c1-992b-443873890d78,Dryad Greenseeker,{1}{G},2.0,Creature — Dryad,"{T}: Look at the top card of your library. If it's a land card, you may reveal it and put it into your hand.",G,G,legal,not_legal,legal,30171803-1e7b-430b-a0de-2dfd2f1115ac
e56056dc-637e-4229-ae2c-dfd06d24086b,Dual Shot,{R},1.0,Instant,Dual Shot deals 1 damage to each of up to two target creatures.,R,R,legal,not_legal,legal,b7ac4fa4-4a03-41a9-b7e4-c3a6da89472f
abc5ac3e-f196-49df-8a9d-16df3114ffad,Dukhara Peafowl,{4},4.0,Artifact Creature — Bird,{U}: This creature gains flying until end of turn.,,U,legal,not_legal,legal,e5c54795-d555-4972-b72d-b2d2374bed9b
3f79603a-3173-404e-8c69-b2254c1270dc,Dune Beetle,{1}{B},2.0,Creature — Insect,,B,B,legal,not_legal,legal,923cb904-c725-4d57-bc17-7aa87a7cd8e0
b32649cb-bf5c-45fa-86f0-8bf4e8555f06,Dune Drifter,{X}{W}{B},2.0,Artifact — Vehicle,"When this Vehicle enters, return target artifact or creature card with mana value X or less from your graveyard to the battlefield.
Crew 2 (Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn.)",BW,BW,legal,legal,legal,36185de4-55c2-4e5d-9bcc-ea12b7052728
c761f71c-785c-4533-a2b7-2da3667688b8,Dunes of the Dead,,0.0,Land — Desert,"{T}: Add {C}.
When this land is put into a graveyard from the battlefield, create a 2/2 black Zombie creature token.",,,legal,not_legal,legal,326c7483-2c45-4804-85c4-d40ecdba4fc7
20f1bba5-d398-4d6e-a76a-75e29df42aec,Dungeon Map,{3},3.0,Artifact,"{T}: Add {C}.
{3}, {T}: Venture into the dungeon. Activate only as a sorcery. (Enter the first room or advance to the next room.)",,,legal,not_legal,legal,028506ad-ad36-44e5-b488-d038e2d2445f
33d405ea-7a9a-4970-b70f-9c05d90dd6f0,Duress,{B},1.0,Sorcery,"Target opponent reveals their hand. You choose a noncreature, nonland card from it. That player discards that card.",B,B,legal,legal,legal,b433b9fc-69fc-4a57-a16b-f1afd3033b56
ea2dce18-195e-4681-a687-f9819edaf9fc,Dusk Legion Zealot,{1}{B},2.0,Creature — Vampire Soldier,"When this creature enters, you draw a card and you lose 1 life.",B,B,legal,not_legal,legal,3190cea3-fbea-464f-999b-4b4473be745e
c8f958da-3a31-4064-9a78-66e9b65b85ab,Dutiful Return,{3}{B},4.0,Sorcery,Return up to two target creature cards from your graveyard to your hand.,B,B,legal,not_legal,legal,55d6cb71-c911-4f82-93e9-654e8ffa85c9
48a8fce6-b493-4b1d-8ac8-2a4f4b4781b5,Dwindle,{2}{U},3.0,Enchantment — Aura,"Enchant creature
Enchanted creature gets -6/-0.
When enchanted creature blocks, destroy it. (The attacking creature remains blocked.)",U,U,legal,not_legal,legal,cb38f190-30f0-49ca-99c3-d3cdf21075e8
3d4a7dd3-9258-4bd1-adc4-08f0205e196a,Dwynen's Elite,{1}{G},2.0,Creature — Elf Warrior,"When this creature enters, if you control another Elf, create a 1/1 green Elf Warrior creature token.",G,G,legal,legal,legal,8abb79f6-e54c-4c37-8cc5-115a737898a0
30d0d75f-e94c-460b-b957-9f1d655c0f65,"Dwynen, Gilt-Leaf Daen",{2}{G}{G},4.0,Legendary Creature — Elf Warrior,"Reach (This creature can block creatures with flying.)
Other Elf creatures you control get +1/+1.
Whenever Dwynen attacks, you gain 1 life for each attacking Elf you control.",G,G,legal,legal,legal,868bb9fc-6b55-471c-9963-055ed2221526
954836f8-c225-450a-bb51-f2adb6923ef5,Eagle of the Watch,{2}{W},3.0,Creature — Bird,"Flying, vigilance",W,W,legal,not_legal,legal,dc4b6fb1-dc06-48f4-aae2-aa8bbb573548
043d8dee-379f-4706-ad47-0bb562717007,Earth-Cult Elemental,{4}{R}{R},6.0,Creature — Elemental,"Siege Monster — When this creature enters, roll a d20.
1—9 | Each player sacrifices a permanent of their choice.
10—19 | Each opponent sacrifices a permanent of their choice.
20 | Each opponent sacrifices two permanents of their choice.",R,R,legal,not_legal,legal,fa05f317-b2f8-4eea-951b-0c374774764b
9a40614b-50a3-422c-849e-53c8b7d3d204,Earthquake,{X}{R},1.0,Sorcery,Earthquake deals X damage to each creature without flying and each player.,R,R,legal,not_legal,legal,7cf2f3c7-66b2-48f6-97ef-09150903df7e
2a2f2d6c-3937-4e4b-9e4a-3480e0c787d0,Ebony Fly,{2},2.0,Artifact,"This artifact enters tapped.
{T}: Add {C}.
{4}: Roll a d6. Until end of turn, you may have this artifact become an X/X Insect artifact creature with flying, where X is the result.
Whenever this artifact attacks, another target attacking creature gains flying until end of turn.",,,legal,not_legal,not_legal,7f11245d-9e80-42b0-b371-21e990a2e6ef
17134950-fdb3-48d0-b541-419db673f4c9,Echo Circlet,{2},2.0,Artifact — Equipment,"Equipped creature can block an additional creature each combat.
Equip {1}",,,legal,not_legal,legal,49e661c6-bc3e-45b4-ae1c-5002e381faf3
7c89ef4d-b375-4644-ac8b-034effdbe98c,Eclipsed Elf,{B/G}{B/G}{B/G},3.0,Creature — Elf Scout,"When this creature enters, look at the top four cards of your library. You may reveal an Elf, Swamp, or Forest card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",BG,BG,legal,legal,legal,57708ef7-ef10-49c4-8cf7-7055cf7280a0
48c641df-d511-4e35-b623-9d1fdb5240da,Eclipsed Flamekin,{1}{U/R}{U/R},3.0,Creature — Elemental Scout,"When this creature enters, look at the top four cards of your library. You may reveal an Elemental, Island, or Mountain card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",RU,RU,legal,legal,legal,6271b82d-5922-4de0-b763-129908ece6ee
a3a00b62-f07e-44ef-8d97-22a3e7a06f72,Eclipsed Merrow,{W/U}{W/U}{W/U},3.0,Creature — Merfolk Scout,"When this creature enters, look at the top four cards of your library. You may reveal a Merfolk, Plains, or Island card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",UW,UW,legal,legal,legal,2352750d-404d-4928-9bdb-1b0db599b70f
748729bf-bfa0-4cbf-b643-ed5d7d007081,Eddytrail Hawk,{1}{W},2.0,Creature — Bird,"Flying
When this creature enters, you get {E}{E} (two energy counters).
Whenever this creature attacks, you may pay {E}. If you do, another target attacking creature gains flying until end of turn.",W,W,legal,not_legal,legal,81dcaec6-4cb9-46d8-aed1-46f33c67dff2
4be1ecd0-ee41-4ac0-9155-0fcae7a4d337,Eel Umbra,{1}{U},2.0,Enchantment — Aura,"Flash (You may cast this spell any time you could cast an instant.)
Enchant creature
Enchanted creature gets +1/+1.
Umbra armor (If enchanted creature would be destroyed, instead remove all damage from it and destroy this Aura.)",U,U,legal,not_legal,legal,2c60fcaa-ef75-42e4-b255-066e345e45b8
882a9dc9-b1bb-4be8-850f-e28bad8f5840,Efreet Weaponmaster,{3}{U}{R}{W},6.0,Creature — Efreet Monk,"First strike
When this creature enters or is turned face up, another target creature you control gets +3/+0 until end of turn.
Morph {2}{U}{R}{W} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)",RUW,RUW,legal,not_legal,legal,8986cb2e-76e0-41f3-8810-3d11c39a527a
7edb3d15-4f70-4ebe-8c5e-caf6a225076d,"Eiganjo, Seat of the Empire",,0.0,Legendary Land,"{T}: Add {W}.
Channel — {2}{W}, Discard this card: It deals 4 damage to target attacking or blocking creature. This ability costs {1} less to activate for each legendary creature you control.",,W,legal,not_legal,legal,7c31c48f-6275-4430-8dc9-05d70c332b7a
9b1f552a-bddc-4fcb-ac67-b4a65b2f48ba,Eldrazi Displacer,{2}{W},3.0,Creature — Eldrazi,"Devoid (This card has no color.)
{2}{C}: Exile another target creature, then return it to the battlefield tapped under its owner's control. ({C} represents colorless mana.)",,W,legal,not_legal,legal,f0bb1a5c-0f59-4951-827f-fe9df968232d
b5661289-a03c-40fc-a1e4-f602adb56f81,Eldrazi Skyspawner,{2}{U},3.0,Creature — Eldrazi Drone,"Devoid (This card has no color.)
Flying
When this creature enters, create a 1/1 colorless Eldrazi Scion creature token. It has ""Sacrifice this token: Add {C}.""",,U,legal,not_legal,legal,9c9c1a10-446e-492a-95cc-a459dc6c08a0
7fab8d65-af51-47d3-8f10-2676bf6e8ba3,Eldrazi Temple,,0.0,Land,"{T}: Add {C}.
{T}: Add {C}{C}. Spend this mana only to cast colorless Eldrazi spells or activate abilities of colorless Eldrazi.",,,legal,not_legal,legal,c42049e2-fe4e-4fe9-9599-faf1af50b97d
da952213-9a3c-4e13-bc5a-55d1e5dbaa5b,Electrify,{3}{R},4.0,Instant,Electrify deals 4 damage to target creature.,R,R,legal,not_legal,legal,60bee89d-d916-4095-830f-6270f8c4f0d8
a9ea980e-4734-45e5-b5b7-4ec092db3299,Elemental,,0.0,Token Creature — Elemental,,GR,GR,not_legal,not_legal,not_legal,1ab6cab4-a3a5-4b48-832a-1d486e8094a5
28cd830b-def6-4aa3-a0f6-6913bcdf931e,Elemental Bird,,0.0,Token Creature — Elemental Bird,Flying,U,U,not_legal,not_legal,not_legal,a5582cd9-97e7-426f-a084-c05e2113ad13
d9a7e5a6-3e41-4fc6-987a-18fe1b9d67dd,Elemental Bond,{2}{G},3.0,Enchantment,"Whenever a creature you control with power 3 or greater enters, draw a card.",G,G,legal,not_legal,legal,7170ad9e-f43d-46e2-a9dd-97be31099c02
c52d1bba-36d5-4ecc-bea2-847285e0cb71,Elf,,0.0,Token Creature — Elf,,BG,,not_legal,not_legal,not_legal,39b36f22-21f9-44fe-8a49-bdc859503342
cade8b94-2998-4d23-87bb-9fbdddd19dea,Elfhame Palace,,0.0,Land,"This land enters tapped.
{T}: Add {G} or {W}.",,GW,legal,not_legal,legal,1ddd0084-349d-4d5f-86af-a3a65dcce73a
204b71fc-4d5f-40dd-903d-56c733171d84,Elixir of Immortality,{1},1.0,Artifact,"{2}, {T}: You gain 5 life. Shuffle this artifact and your graveyard into their owner's library.",,,legal,not_legal,legal,3d19d950-9e63-4b15-8531-f4b16f5b82fa
6e2c2423-d854-4478-99e6-64f29851f026,Elvish Archdruid,{1}{G}{G},3.0,Creature — Elf Druid,"Other Elf creatures you control get +1/+1.
{T}: Add {G} for each Elf you control.",G,G,legal,legal,legal,1eb230a8-08d6-46a8-87fb-3c1614550f16
6e9fe674-44c8-4ab4-a0ef-ae71d65bbcc0,Elvish Branchbender,{2}{G},3.0,Creature — Elf Druid,"{T}: Until end of turn, target Forest becomes an X/X Treefolk creature in addition to its other types, where X is the number of Elves you control.",G,G,legal,not_legal,legal,f3731491-097c-4915-acab-1da2d5176b37
3f3b2c10-21f8-4e13-be83-4ef3fa36e123,Elvish Mystic,{G},1.0,Creature — Elf Druid,{T}: Add {G}.,G,G,legal,not_legal,legal,d618c3ea-f823-4fe0-8e11-65d5965528d3
71d14755-b81d-4aec-b94d-1637884a5844,Elvish Rejuvenator,{2}{G},3.0,Creature — Elf Druid,"When this creature enters, look at the top five cards of your library. You may put a land card from among them onto the battlefield tapped. Put the rest on the bottom of your library in a random order.",G,G,legal,not_legal,legal,27e4eef3-06a4-4d48-85f3-88fb33e9122a
4163aa30-7e3d-424f-b003-f4a300f0071e,Elvish Vanguard,{1}{G},2.0,Creature — Elf Warrior,"Whenever another Elf enters, put a +1/+1 counter on this creature.",G,G,legal,not_legal,not_legal,838a8d40-5268-467e-8d14-d9fd72253df6
c6a3a882-a127-4590-93d7-679ef4313efe,Elvish Visionary,{1}{G},2.0,Creature — Elf Shaman,"When this creature enters, draw a card.",G,G,legal,not_legal,legal,367ef35a-528b-407c-8b8d-679109662bae
5bb4ee32-11c6-4ed4-a071-c3cf48070fff,Embalmer's Tools,{2},2.0,Artifact,"Activated abilities of creature cards in your graveyard cost {1} less to activate.
Tap an untapped Zombie you control: Target player mills a card.",,,legal,not_legal,legal,7c044f47-7435-4cb4-b4ad-48bb146daa9f
0b21ab85-2405-4410-9624-fb3c7d11ba56,Ember-Eye Wolf,{1}{R},2.0,Creature — Wolf,"Haste
{1}{R}: This creature gets +2/+0 until end of turn.",R,R,legal,not_legal,legal,98fe1e1e-b14a-4efe-894b-b9da635f007f
3a59c882-8bb8-49ba-862f-125020dd5bec,Empty the Warrens,{3}{R},4.0,Sorcery,"Create two 1/1 red Goblin creature tokens.
Storm (When you cast this spell, copy it for each spell cast before it this turn.)",R,R,legal,not_legal,legal,42418f91-c7a9-461a-b00c-bba184e2a917
1ee811fb-c25d-4cf5-b396-539c36e8f90f,Emrakul's Hatcher,{4}{R},5.0,Creature — Eldrazi Drone,"When this creature enters, create three 0/1 colorless Eldrazi Spawn creature tokens. They have ""Sacrifice this token: Add {C}.""",R,R,legal,not_legal,legal,35fab29d-1bcc-4ba0-90bf-427d95bf6699
7668f7bc-9a43-4024-87c3-995aa0a65aaa,Encumbered Reejerey,{1}{W},2.0,Creature — Merfolk Soldier,"This creature enters with three -1/-1 counters on it.
Whenever this creature becomes tapped while it has a -1/-1 counter on it, remove a -1/-1 counter from it.",W,W,legal,legal,legal,15ff6797-f59c-4333-98ea-5711150fd5b8
69b52907-8aff-4f2a-a391-7d1ab2669b5c,End-Raze Forerunners,{5}{G}{G}{G},8.0,Creature — Boar,"Vigilance, trample, haste
When this creature enters, other creatures you control get +2/+2 and gain vigilance and trample until end of turn.",G,G,legal,not_legal,legal,a50d79fe-6d37-42f3-b7b0-0c3018282fa2
7a51780a-fa28-4ee0-94c7-4330800ca9cb,Endless One,{X},0.0,Creature — Eldrazi,This creature enters with X +1/+1 counters on it.,,,legal,not_legal,legal,64820f4f-1f78-4338-beb8-5ed5a447cfe4
4e1f4211-5865-492d-b850-0d36ac12e857,Enforcer Griffin,{4}{W},5.0,Creature — Griffin,Flying,W,W,legal,not_legal,legal,e4d6d488-01df-4d61-92ff-9881838b4018
397964db-465a-407d-9dc7-d0a4944473ac,Enhanced Awareness,{4}{U},5.0,Instant,"Draw three cards, then discard a card.",U,U,legal,not_legal,legal,21df7db7-c23b-4dca-b9c8-c785d7007285
e35d7886-8c03-471c-b598-118d7eceddb4,Enraged Flamecaster,{2}{R},3.0,Creature — Elemental Sorcerer,"Reach
Whenever you cast a spell with mana value 4 or greater, this creature deals 2 damage to each opponent.",R,R,legal,legal,legal,104baa2c-75c5-44fc-a3b9-b19efcf3d7c2
4b031bb3-4bbc-4158-8485-b3fc42c6bd50,Enter the Unknown,{G},1.0,Sorcery,"Target creature you control explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on the creature, then put the card back or put it into your graveyard.)
You may play an additional land this turn.",G,G,legal,not_legal,legal,96acf94b-75bb-4f0e-92be-978ce5920710
bdb319a6-a1cd-44f5-999d-af1bb55b2fc4,Epicure of Blood,{4}{B},5.0,Creature — Vampire,"Whenever you gain life, each opponent loses 1 life.",B,B,legal,not_legal,legal,40b03528-f4ec-4825-ba4c-c485cb4eab3a
8c8c12ff-24ff-4279-9bde-da8899d2c2d5,Equestrian Skill,{3}{G},4.0,Enchantment — Aura,"Enchant creature
Enchanted creature gets +3/+3.
As long as enchanted creature is a Human, it has trample.",G,G,legal,not_legal,legal,f9af14d1-a304-4744-9d6f-9ff5fcd92ad3
a6d646e8-0d84-489b-a46a-3bd5b1141864,Era of Enlightenment // Hand of Enlightenment,,2.0,Enchantment — Saga // Enchantment Creature — Human Monk,,,W,legal,not_legal,legal,74f43827-2b9b-4fc9-a6e2-c682dfbf14f7
19a11c33-269a-45d3-86c7-827965053f26,Erratic Cyclops,{3}{R},4.0,Creature — Cyclops Shaman,"Trample
Whenever you cast an instant or sorcery spell, this creature gets +X/+0 until end of turn, where X is that spell's mana value.",R,R,legal,not_legal,legal,c310df89-d894-40ab-ae34-7d0bfd19a1af
334c0913-0ce0-4934-979d-64dbc1ec4aa2,Erratic Visionary,{1}{U},2.0,Creature — Human Wizard,"{1}{U}, {T}: Draw a card, then discard a card.",U,U,legal,not_legal,legal,03188bc3-0ef1-40cd-9c3c-4bb4d806fb92
6b9cd3d0-4316-4945-b960-12f51052d260,Esper Panorama,,0.0,Land,"{T}: Add {C}.
{1}, {T}, Sacrifice this land: Search your library for a basic Plains, Island, or Swamp card, put it onto the battlefield tapped, then shuffle.",,,legal,not_legal,legal,73fbd385-c5c4-45da-8a6d-9597bf904294
14363df6-ac0f-476a-bbd8-ce351de0babf,Essence Extraction,{1}{B}{B},3.0,Instant,Essence Extraction deals 3 damage to target creature and you gain 3 life.,B,B,legal,not_legal,legal,d7693c10-5ebb-4896-bb60-63d03577dd60
078def07-ae5d-4591-8db6-d156834aab97,"Etali, Primal Storm",{4}{R}{R},6.0,Legendary Creature — Elder Dinosaur,"Whenever Etali attacks, exile the top card of each player's library, then you may cast any number of spells from among those cards without paying their mana costs.",R,R,legal,legal,legal,5ed1070d-fc21-4f4c-8e6e-5e4a2e6e2dce
04d8615c-3883-4251-9790-1d8a4a40e142,Eternal Dragon,{5}{W}{W},7.0,Creature — Dragon Spirit,"Flying
{3}{W}{W}: Return this card from your graveyard to your hand. Activate only during your upkeep.
Plainscycling {2} ({2}, Discard this card: Search your library for a Plains card, reveal it, put it into your hand, then shuffle.)",W,W,legal,not_legal,not_legal,0f57fc0c-cab1-4eb0-a58a-0c7a762f1572
5c09d646-afea-4fd0-9752-04820b81cc5b,Eternal of Harsh Truths,{2}{U},3.0,Creature — Zombie Cleric,"Afflict 2 (Whenever this creature becomes blocked, defending player loses 2 life.)
Whenever this creature attacks and isn't blocked, draw a card.",U,U,legal,not_legal,legal,0389daf7-0818-488f-8e6a-94818a6c94a6
c0604afb-eae2-41c8-b390-dbc0f7e025ed,Ethereal Ambush,{3}{G}{U},5.0,Instant,"Manifest the top two cards of your library. (To manifest a card, put it onto the battlefield face down as a 2/2 creature. Turn it face up any time for its mana cost if it's a creature card.)",GU,GU,legal,not_legal,legal,825d3f4d-eba3-4c45-8846-03b246e93f6c
0e24c0d2-2333-425c-952e-9a13e6519cd3,Ethereal Guidance,{2}{W},3.0,Sorcery,Creatures you control get +2/+1 until end of turn.,W,W,legal,not_legal,legal,f47dd220-6193-4e31-a1df-591b6424ad27
4fbe1c02-f5bf-47c7-80de-09a32d01e5db,Evangel of Heliod,{4}{W}{W},6.0,Creature — Human Cleric,"When this creature enters, create a number of 1/1 white Soldier creature tokens equal to your devotion to white. (Each {W} in the mana costs of permanents you control counts toward your devotion to white.)",W,W,legal,not_legal,legal,bb914a85-3755-4663-8309-6f6d0319262e
c3a89c67-1931-4d42-98c8-94a40cfd046e,Eviscerate,{3}{B},4.0,Sorcery,Destroy target creature.,B,B,legal,not_legal,legal,62ba90b8-3a30-4058-b8d3-72900b1f4fe0
a75445d3-1303-4bb5-89ad-26ea93fecd48,Evolving Wilds,,0.0,Land,"{T}, Sacrifice this land: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",,,legal,legal,legal,1d8bbc93-4bb8-4cba-b284-5149ac71767d
